"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.01",42
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.025",51
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.05",62
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.1",72
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.15",76
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.2",82
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.25",87
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.3",90
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.35",93
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.4",97
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.45",99
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.55",105
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.6",108
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.65",111
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.7",115
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.75",118
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.8",124
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.85",131
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.9",137
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.95",151
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.975",170
"Regular Baseline","2026-08-15",-8,"2026-06-20","Adults","quantile","0.99",189
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.01",26
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.025",37
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.05",48
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.1",60
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.15",67
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.2",74
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.25",79
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.3",84
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.35",89
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.4",93
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.45",98
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.55",107
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.6",112
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.65",117
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.7",122
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.75",129
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.8",136
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.85",146
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.9",159
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.95",177
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.975",202
"Regular Baseline","2026-08-15",-7,"2026-06-27","Adults","quantile","0.99",238
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.01",15
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.025",27
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.05",37
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.1",50
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.15",59
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.2",66
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.25",73
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.3",80
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.35",85
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.4",91
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.45",96
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.55",107
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.6",114
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.65",120
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.7",127
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.75",135
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.8",145
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.85",157
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.9",173
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.95",199
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.975",228
"Regular Baseline","2026-08-15",-6,"2026-07-04","Adults","quantile","0.99",265
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.01",9
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.025",19
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.05",29
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.1",43
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.15",53
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.2",61
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.25",68
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.3",75
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.35",82
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.4",89
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.45",95
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.55",109
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.6",116
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.65",123
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.7",132
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.75",141
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.8",152
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.85",166
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.9",185
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.95",216
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.975",245
"Regular Baseline","2026-08-15",-5,"2026-07-11","Adults","quantile","0.99",295
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.01",6
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.025",13
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.05",23
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.1",37
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.15",47
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.2",56
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.25",65
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.3",73
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.35",80
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.4",87
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.45",95
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.55",110
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.6",118
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.65",127
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.7",137
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.75",149
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.8",162
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.85",178
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.9",199
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.95",234
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.975",270
"Regular Baseline","2026-08-15",-4,"2026-07-18","Adults","quantile","0.99",321
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.01",2
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.025",10
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.05",19
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.1",33
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.15",43
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.2",52
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.25",61
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.3",69
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.35",77
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.4",85
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.45",94
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.55",111
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.6",120
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.65",130
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.7",141
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.75",152
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.8",167
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.85",187
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.9",211
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.95",250
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.975",291
"Regular Baseline","2026-08-15",-3,"2026-07-25","Adults","quantile","0.99",342
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.025",6
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.05",13
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.1",27
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.15",39
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.2",48
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.25",57
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.3",67
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.35",75
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.4",83
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.55",112
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.6",121
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.65",133
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.7",144
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.75",157
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.8",174
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.85",194
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.9",220
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.95",264
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.975",311
"Regular Baseline","2026-08-15",-2,"2026-08-01","Adults","quantile","0.99",364
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.025",3
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.05",11
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.1",24
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.15",36
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.2",45
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.25",54
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.3",64
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.35",73
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.4",83
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.55",112
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.6",123
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.65",134
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.7",147
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.75",163
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.8",179
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.85",200
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.9",227
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.95",277
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.975",326
"Regular Baseline","2026-08-15",-1,"2026-08-08","Adults","quantile","0.99",385
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.025",2
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.05",9
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.1",23
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.15",33
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.2",43
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.25",53
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.3",62
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.35",72
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.4",82
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.55",113
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.6",123
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.65",136
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.7",152
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.75",167
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.8",186
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.85",208
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.9",241
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.95",293
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.975",345
"Regular Baseline","2026-08-15",0,"2026-08-15","Adults","quantile","0.99",415
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.025",0
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.05",7
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.1",20
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.15",29
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.2",40
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.25",50
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.3",61
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.35",71
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.4",81
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.45",92
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.55",113
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.6",125
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.65",138
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.7",153
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.75",171
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.8",192
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.85",218
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.9",252
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.95",306
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.975",360
"Regular Baseline","2026-08-15",1,"2026-08-22","Adults","quantile","0.99",432
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.025",0
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.05",5
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.1",16
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.15",28
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.2",38
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.25",49
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.3",59
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.35",69
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.4",80
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.45",91
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.55",114
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.6",126
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.65",141
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.7",156
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.75",174
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.8",197
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.85",225
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.9",263
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.95",322
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.975",381
"Regular Baseline","2026-08-15",2,"2026-08-29","Adults","quantile","0.99",452
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.01",0
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.025",0
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.05",3
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.1",15
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.15",25
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.2",36
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.25",47
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.3",56
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.35",67
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.4",78
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.45",90
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.5",102
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.55",115
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.6",128
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.65",143
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.7",160
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.75",180
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.8",202
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.85",230
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.9",269
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.95",336
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.975",396
"Regular Baseline","2026-08-15",3,"2026-09-05","Adults","quantile","0.99",472
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.01",109
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.025",140
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.05",154
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.1",172
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.15",182
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.2",190
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.25",198
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.3",204
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.35",210
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.4",217
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.45",223
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.55",233
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.6",240
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.65",246
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.7",253
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.75",261
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.8",270
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.85",279
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.9",292
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.95",316
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.975",338
"Regular Baseline","2026-08-15",-8,"2026-06-20","Overall","quantile","0.99",391
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.01",80
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.025",105
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.05",126
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.1",148
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.15",161
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.2",173
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.25",184
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.3",193
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.35",202
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.4",212
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.45",220
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.55",236
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.6",246
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.65",255
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.7",265
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.75",275
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.8",289
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.85",304
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.9",326
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.95",359
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.975",400
"Regular Baseline","2026-08-15",-7,"2026-06-27","Overall","quantile","0.99",448
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.01",60
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.025",87
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.05",107
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.1",131
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.15",148
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.2",162
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.25",174
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.3",186
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.35",197
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.4",208
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.45",218
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.5",228
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.55",239
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.6",250
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.65",261
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.7",275
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.75",289
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.8",304
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.85",325
"Regular Baseline","2026-08-15",-6,"2026-07-04","Overall","quantile","0.9",352
